"target","location","forecast_date","target_end_date","quantile","value","type"
"7 day ahead inc hosp","32",2022-08-29,2022-09-05,0.65,22,"quantile"
"8 day ahead inc hosp","32",2022-08-29,2022-09-06,0.65,22,"quantile"
"9 day ahead inc hosp","32",2022-08-29,2022-09-07,0.65,22,"quantile"
"10 day ahead inc hosp","32",2022-08-29,2022-09-08,0.65,21,"quantile"
"11 day ahead inc hosp","32",2022-08-29,2022-09-09,0.65,22,"quantile"
"12 day ahead inc hosp","32",2022-08-29,2022-09-10,0.65,21,"quantile"
"13 day ahead inc hosp","32",2022-08-29,2022-09-11,0.65,21,"quantile"
"14 day ahead inc hosp","32",2022-08-29,2022-09-12,0.65,21,"quantile"
"15 day ahead inc hosp","32",2022-08-29,2022-09-13,0.65,20,"quantile"
"16 day ahead inc hosp","32",2022-08-29,2022-09-14,0.65,20,"quantile"
"17 day ahead inc hosp","32",2022-08-29,2022-09-15,0.65,20,"quantile"
"18 day ahead inc hosp","32",2022-08-29,2022-09-16,0.65,20,"quantile"
"19 day ahead inc hosp","32",2022-08-29,2022-09-17,0.65,19,"quantile"
"20 day ahead inc hosp","32",2022-08-29,2022-09-18,0.65,19,"quantile"
"21 day ahead inc hosp","32",2022-08-29,2022-09-19,0.65,19,"quantile"
"22 day ahead inc hosp","32",2022-08-29,2022-09-20,0.65,19,"quantile"
"23 day ahead inc hosp","32",2022-08-29,2022-09-21,0.65,19,"quantile"
"24 day ahead inc hosp","32",2022-08-29,2022-09-22,0.65,19,"quantile"
"25 day ahead inc hosp","32",2022-08-29,2022-09-23,0.65,18,"quantile"
"26 day ahead inc hosp","32",2022-08-29,2022-09-24,0.65,19,"quantile"
"27 day ahead inc hosp","32",2022-08-29,2022-09-25,0.65,18,"quantile"
"28 day ahead inc hosp","32",2022-08-29,2022-09-26,0.65,18,"quantile"
"29 day ahead inc hosp","32",2022-08-29,2022-09-27,0.65,18,"quantile"
"30 day ahead inc hosp","32",2022-08-29,2022-09-28,0.65,18,"quantile"
"1 day ahead inc hosp","32",2022-08-29,2022-08-30,0.7,25,"quantile"
"2 day ahead inc hosp","32",2022-08-29,2022-08-31,0.7,24,"quantile"
"3 day ahead inc hosp","32",2022-08-29,2022-09-01,0.7,24,"quantile"
"4 day ahead inc hosp","32",2022-08-29,2022-09-02,0.7,24,"quantile"
"5 day ahead inc hosp","32",2022-08-29,2022-09-03,0.7,23,"quantile"
"6 day ahead inc hosp","32",2022-08-29,2022-09-04,0.7,24,"quantile"
"7 day ahead inc hosp","32",2022-08-29,2022-09-05,0.7,24,"quantile"
"8 day ahead inc hosp","32",2022-08-29,2022-09-06,0.7,23,"quantile"
"9 day ahead inc hosp","32",2022-08-29,2022-09-07,0.7,23,"quantile"
"10 day ahead inc hosp","32",2022-08-29,2022-09-08,0.7,22,"quantile"
"11 day ahead inc hosp","32",2022-08-29,2022-09-09,0.7,23,"quantile"
"12 day ahead inc hosp","32",2022-08-29,2022-09-10,0.7,22,"quantile"
"13 day ahead inc hosp","32",2022-08-29,2022-09-11,0.7,22,"quantile"
"14 day ahead inc hosp","32",2022-08-29,2022-09-12,0.7,22,"quantile"
"15 day ahead inc hosp","32",2022-08-29,2022-09-13,0.7,22,"quantile"
"16 day ahead inc hosp","32",2022-08-29,2022-09-14,0.7,22,"quantile"
"17 day ahead inc hosp","32",2022-08-29,2022-09-15,0.7,22,"quantile"
"18 day ahead inc hosp","32",2022-08-29,2022-09-16,0.7,21,"quantile"
"19 day ahead inc hosp","32",2022-08-29,2022-09-17,0.7,21,"quantile"
"20 day ahead inc hosp","32",2022-08-29,2022-09-18,0.7,21,"quantile"
"21 day ahead inc hosp","32",2022-08-29,2022-09-19,0.7,20,"quantile"
"22 day ahead inc hosp","32",2022-08-29,2022-09-20,0.7,20,"quantile"
"23 day ahead inc hosp","32",2022-08-29,2022-09-21,0.7,20,"quantile"
"24 day ahead inc hosp","32",2022-08-29,2022-09-22,0.7,20,"quantile"
"25 day ahead inc hosp","32",2022-08-29,2022-09-23,0.7,19,"quantile"
"26 day ahead inc hosp","32",2022-08-29,2022-09-24,0.7,20,"quantile"
"27 day ahead inc hosp","32",2022-08-29,2022-09-25,0.7,20,"quantile"
"28 day ahead inc hosp","32",2022-08-29,2022-09-26,0.7,20,"quantile"
"29 day ahead inc hosp","32",2022-08-29,2022-09-27,0.7,19.3000000000002,"quantile"
"30 day ahead inc hosp","32",2022-08-29,2022-09-28,0.7,19,"quantile"
"1 day ahead inc hosp","32",2022-08-29,2022-08-30,0.75,26,"quantile"
"2 day ahead inc hosp","32",2022-08-29,2022-08-31,0.75,26,"quantile"
"3 day ahead inc hosp","32",2022-08-29,2022-09-01,0.75,26,"quantile"
"4 day ahead inc hosp","32",2022-08-29,2022-09-02,0.75,25,"quantile"
"5 day ahead inc hosp","32",2022-08-29,2022-09-03,0.75,25,"quantile"
"6 day ahead inc hosp","32",2022-08-29,2022-09-04,0.75,25,"quantile"
"7 day ahead inc hosp","32",2022-08-29,2022-09-05,0.75,25,"quantile"
"8 day ahead inc hosp","32",2022-08-29,2022-09-06,0.75,24,"quantile"
"9 day ahead inc hosp","32",2022-08-29,2022-09-07,0.75,24,"quantile"
"10 day ahead inc hosp","32",2022-08-29,2022-09-08,0.75,24,"quantile"
"11 day ahead inc hosp","32",2022-08-29,2022-09-09,0.75,24,"quantile"
"12 day ahead inc hosp","32",2022-08-29,2022-09-10,0.75,24,"quantile"
"13 day ahead inc hosp","32",2022-08-29,2022-09-11,0.75,23,"quantile"
"14 day ahead inc hosp","32",2022-08-29,2022-09-12,0.75,23,"quantile"
"15 day ahead inc hosp","32",2022-08-29,2022-09-13,0.75,23,"quantile"
"16 day ahead inc hosp","32",2022-08-29,2022-09-14,0.75,23,"quantile"
"17 day ahead inc hosp","32",2022-08-29,2022-09-15,0.75,23,"quantile"
"18 day ahead inc hosp","32",2022-08-29,2022-09-16,0.75,23,"quantile"
"19 day ahead inc hosp","32",2022-08-29,2022-09-17,0.75,22,"quantile"
"20 day ahead inc hosp","32",2022-08-29,2022-09-18,0.75,23,"quantile"
"21 day ahead inc hosp","32",2022-08-29,2022-09-19,0.75,22,"quantile"
"22 day ahead inc hosp","32",2022-08-29,2022-09-20,0.75,21,"quantile"
"23 day ahead inc hosp","32",2022-08-29,2022-09-21,0.75,22,"quantile"
"24 day ahead inc hosp","32",2022-08-29,2022-09-22,0.75,21,"quantile"
"25 day ahead inc hosp","32",2022-08-29,2022-09-23,0.75,21,"quantile"
"26 day ahead inc hosp","32",2022-08-29,2022-09-24,0.75,21,"quantile"
"27 day ahead inc hosp","32",2022-08-29,2022-09-25,0.75,21,"quantile"
"28 day ahead inc hosp","32",2022-08-29,2022-09-26,0.75,21,"quantile"
"29 day ahead inc hosp","32",2022-08-29,2022-09-27,0.75,21,"quantile"
"30 day ahead inc hosp","32",2022-08-29,2022-09-28,0.75,20,"quantile"
"1 day ahead inc hosp","32",2022-08-29,2022-08-30,0.8,28,"quantile"
"2 day ahead inc hosp","32",2022-08-29,2022-08-31,0.8,27,"quantile"
"3 day ahead inc hosp","32",2022-08-29,2022-09-01,0.8,28,"quantile"
"4 day ahead inc hosp","32",2022-08-29,2022-09-02,0.8,26,"quantile"
"5 day ahead inc hosp","32",2022-08-29,2022-09-03,0.8,26,"quantile"
"6 day ahead inc hosp","32",2022-08-29,2022-09-04,0.8,26.2,"quantile"
"7 day ahead inc hosp","32",2022-08-29,2022-09-05,0.8,27,"quantile"
"8 day ahead inc hosp","32",2022-08-29,2022-09-06,0.8,26,"quantile"
"9 day ahead inc hosp","32",2022-08-29,2022-09-07,0.8,26,"quantile"
"10 day ahead inc hosp","32",2022-08-29,2022-09-08,0.8,26,"quantile"
"11 day ahead inc hosp","32",2022-08-29,2022-09-09,0.8,25,"quantile"
"12 day ahead inc hosp","32",2022-08-29,2022-09-10,0.8,25.2,"quantile"
"13 day ahead inc hosp","32",2022-08-29,2022-09-11,0.8,25,"quantile"
"14 day ahead inc hosp","32",2022-08-29,2022-09-12,0.8,24,"quantile"
"15 day ahead inc hosp","32",2022-08-29,2022-09-13,0.8,24,"quantile"
"16 day ahead inc hosp","32",2022-08-29,2022-09-14,0.8,24,"quantile"
"17 day ahead inc hosp","32",2022-08-29,2022-09-15,0.8,25,"quantile"
"18 day ahead inc hosp","32",2022-08-29,2022-09-16,0.8,25,"quantile"
"19 day ahead inc hosp","32",2022-08-29,2022-09-17,0.8,24,"quantile"
"20 day ahead inc hosp","32",2022-08-29,2022-09-18,0.8,24,"quantile"
"21 day ahead inc hosp","32",2022-08-29,2022-09-19,0.8,23.2,"quantile"
"22 day ahead inc hosp","32",2022-08-29,2022-09-20,0.8,23,"quantile"
"23 day ahead inc hosp","32",2022-08-29,2022-09-21,0.8,23,"quantile"
"24 day ahead inc hosp","32",2022-08-29,2022-09-22,0.8,23,"quantile"
"25 day ahead inc hosp","32",2022-08-29,2022-09-23,0.8,23,"quantile"
"26 day ahead inc hosp","32",2022-08-29,2022-09-24,0.8,23,"quantile"
"27 day ahead inc hosp","32",2022-08-29,2022-09-25,0.8,23,"quantile"
"28 day ahead inc hosp","32",2022-08-29,2022-09-26,0.8,23,"quantile"
"29 day ahead inc hosp","32",2022-08-29,2022-09-27,0.8,23,"quantile"
"30 day ahead inc hosp","32",2022-08-29,2022-09-28,0.8,22,"quantile"
"1 day ahead inc hosp","32",2022-08-29,2022-08-30,0.85,30,"quantile"
"2 day ahead inc hosp","32",2022-08-29,2022-08-31,0.85,29,"quantile"
"3 day ahead inc hosp","32",2022-08-29,2022-09-01,0.85,29,"quantile"
"4 day ahead inc hosp","32",2022-08-29,2022-09-02,0.85,28,"quantile"
"5 day ahead inc hosp","32",2022-08-29,2022-09-03,0.85,28,"quantile"
"6 day ahead inc hosp","32",2022-08-29,2022-09-04,0.85,28.1500000000001,"quantile"
"7 day ahead inc hosp","32",2022-08-29,2022-09-05,0.85,29,"quantile"
"8 day ahead inc hosp","32",2022-08-29,2022-09-06,0.85,28,"quantile"
"9 day ahead inc hosp","32",2022-08-29,2022-09-07,0.85,28,"quantile"
"10 day ahead inc hosp","32",2022-08-29,2022-09-08,0.85,27,"quantile"
"11 day ahead inc hosp","32",2022-08-29,2022-09-09,0.85,27,"quantile"
"12 day ahead inc hosp","32",2022-08-29,2022-09-10,0.85,28,"quantile"
"13 day ahead inc hosp","32",2022-08-29,2022-09-11,0.85,27,"quantile"
"14 day ahead inc hosp","32",2022-08-29,2022-09-12,0.85,26,"quantile"
"15 day ahead inc hosp","32",2022-08-29,2022-09-13,0.85,26,"quantile"
"16 day ahead inc hosp","32",2022-08-29,2022-09-14,0.85,26,"quantile"
"17 day ahead inc hosp","32",2022-08-29,2022-09-15,0.85,26,"quantile"
"18 day ahead inc hosp","32",2022-08-29,2022-09-16,0.85,27,"quantile"
"19 day ahead inc hosp","32",2022-08-29,2022-09-17,0.85,26,"quantile"
"20 day ahead inc hosp","32",2022-08-29,2022-09-18,0.85,26,"quantile"
"21 day ahead inc hosp","32",2022-08-29,2022-09-19,0.85,25,"quantile"
"22 day ahead inc hosp","32",2022-08-29,2022-09-20,0.85,25,"quantile"
"23 day ahead inc hosp","32",2022-08-29,2022-09-21,0.85,25,"quantile"
"24 day ahead inc hosp","32",2022-08-29,2022-09-22,0.85,25,"quantile"
"25 day ahead inc hosp","32",2022-08-29,2022-09-23,0.85,25,"quantile"
"26 day ahead inc hosp","32",2022-08-29,2022-09-24,0.85,25,"quantile"
"27 day ahead inc hosp","32",2022-08-29,2022-09-25,0.85,24,"quantile"
"28 day ahead inc hosp","32",2022-08-29,2022-09-26,0.85,25,"quantile"
"29 day ahead inc hosp","32",2022-08-29,2022-09-27,0.85,24,"quantile"
"30 day ahead inc hosp","32",2022-08-29,2022-09-28,0.85,24,"quantile"
"1 day ahead inc hosp","32",2022-08-29,2022-08-30,0.9,32,"quantile"
"2 day ahead inc hosp","32",2022-08-29,2022-08-31,0.9,32,"quantile"
"3 day ahead inc hosp","32",2022-08-29,2022-09-01,0.9,32,"quantile"
"4 day ahead inc hosp","32",2022-08-29,2022-09-02,0.9,30,"quantile"
"5 day ahead inc hosp","32",2022-08-29,2022-09-03,0.9,31,"quantile"
"6 day ahead inc hosp","32",2022-08-29,2022-09-04,0.9,31,"quantile"
"7 day ahead inc hosp","32",2022-08-29,2022-09-05,0.9,31,"quantile"
"8 day ahead inc hosp","32",2022-08-29,2022-09-06,0.9,30,"quantile"
"9 day ahead inc hosp","32",2022-08-29,2022-09-07,0.9,30,"quantile"
"10 day ahead inc hosp","32",2022-08-29,2022-09-08,0.9,30,"quantile"
"11 day ahead inc hosp","32",2022-08-29,2022-09-09,0.9,29,"quantile"
"12 day ahead inc hosp","32",2022-08-29,2022-09-10,0.9,30,"quantile"
"13 day ahead inc hosp","32",2022-08-29,2022-09-11,0.9,30,"quantile"
"14 day ahead inc hosp","32",2022-08-29,2022-09-12,0.9,29,"quantile"
"15 day ahead inc hosp","32",2022-08-29,2022-09-13,0.9,29,"quantile"
"16 day ahead inc hosp","32",2022-08-29,2022-09-14,0.9,29,"quantile"
"17 day ahead inc hosp","32",2022-08-29,2022-09-15,0.9,29,"quantile"
"18 day ahead inc hosp","32",2022-08-29,2022-09-16,0.9,29,"quantile"
"19 day ahead inc hosp","32",2022-08-29,2022-09-17,0.9,28,"quantile"
"20 day ahead inc hosp","32",2022-08-29,2022-09-18,0.9,29,"quantile"
"21 day ahead inc hosp","32",2022-08-29,2022-09-19,0.9,28,"quantile"
"22 day ahead inc hosp","32",2022-08-29,2022-09-20,0.9,28,"quantile"
"23 day ahead inc hosp","32",2022-08-29,2022-09-21,0.9,28,"quantile"
"24 day ahead inc hosp","32",2022-08-29,2022-09-22,0.9,28,"quantile"
"25 day ahead inc hosp","32",2022-08-29,2022-09-23,0.9,27,"quantile"
"26 day ahead inc hosp","32",2022-08-29,2022-09-24,0.9,27.1000000000001,"quantile"
"27 day ahead inc hosp","32",2022-08-29,2022-09-25,0.9,27,"quantile"
"28 day ahead inc hosp","32",2022-08-29,2022-09-26,0.9,27,"quantile"
"29 day ahead inc hosp","32",2022-08-29,2022-09-27,0.9,26,"quantile"
"30 day ahead inc hosp","32",2022-08-29,2022-09-28,0.9,26,"quantile"
"1 day ahead inc hosp","32",2022-08-29,2022-08-30,0.95,37,"quantile"
"2 day ahead inc hosp","32",2022-08-29,2022-08-31,0.95,36,"quantile"
"3 day ahead inc hosp","32",2022-08-29,2022-09-01,0.95,35,"quantile"
"4 day ahead inc hosp","32",2022-08-29,2022-09-02,0.95,34,"quantile"
"5 day ahead inc hosp","32",2022-08-29,2022-09-03,0.95,36,"quantile"
"6 day ahead inc hosp","32",2022-08-29,2022-09-04,0.95,35,"quantile"
"7 day ahead inc hosp","32",2022-08-29,2022-09-05,0.95,35,"quantile"
"8 day ahead inc hosp","32",2022-08-29,2022-09-06,0.95,34.05,"quantile"
"9 day ahead inc hosp","32",2022-08-29,2022-09-07,0.95,34,"quantile"
"10 day ahead inc hosp","32",2022-08-29,2022-09-08,0.95,34,"quantile"
"11 day ahead inc hosp","32",2022-08-29,2022-09-09,0.95,33,"quantile"
"12 day ahead inc hosp","32",2022-08-29,2022-09-10,0.95,34,"quantile"
"13 day ahead inc hosp","32",2022-08-29,2022-09-11,0.95,34,"quantile"
"14 day ahead inc hosp","32",2022-08-29,2022-09-12,0.95,33,"quantile"
"15 day ahead inc hosp","32",2022-08-29,2022-09-13,0.95,34,"quantile"
"16 day ahead inc hosp","32",2022-08-29,2022-09-14,0.95,33,"quantile"
"17 day ahead inc hosp","32",2022-08-29,2022-09-15,0.95,33,"quantile"
"18 day ahead inc hosp","32",2022-08-29,2022-09-16,0.95,33,"quantile"
"19 day ahead inc hosp","32",2022-08-29,2022-09-17,0.95,34,"quantile"
"20 day ahead inc hosp","32",2022-08-29,2022-09-18,0.95,33,"quantile"
"21 day ahead inc hosp","32",2022-08-29,2022-09-19,0.95,32,"quantile"
"22 day ahead inc hosp","32",2022-08-29,2022-09-20,0.95,31.05,"quantile"
"23 day ahead inc hosp","32",2022-08-29,2022-09-21,0.95,32,"quantile"
"24 day ahead inc hosp","32",2022-08-29,2022-09-22,0.95,32,"quantile"
"25 day ahead inc hosp","32",2022-08-29,2022-09-23,0.95,31,"quantile"
"26 day ahead inc hosp","32",2022-08-29,2022-09-24,0.95,32,"quantile"
"27 day ahead inc hosp","32",2022-08-29,2022-09-25,0.95,31,"quantile"
"28 day ahead inc hosp","32",2022-08-29,2022-09-26,0.95,32,"quantile"
"29 day ahead inc hosp","32",2022-08-29,2022-09-27,0.95,30,"quantile"
"30 day ahead inc hosp","32",2022-08-29,2022-09-28,0.95,32,"quantile"
"1 day ahead inc hosp","32",2022-08-29,2022-08-30,0.975,41,"quantile"
"2 day ahead inc hosp","32",2022-08-29,2022-08-31,0.975,39.0249999999999,"quantile"
"3 day ahead inc hosp","32",2022-08-29,2022-09-01,0.975,39,"quantile"
"4 day ahead inc hosp","32",2022-08-29,2022-09-02,0.975,37.0249999999999,"quantile"
"5 day ahead inc hosp","32",2022-08-29,2022-09-03,0.975,39,"quantile"
"6 day ahead inc hosp","32",2022-08-29,2022-09-04,0.975,39,"quantile"
"7 day ahead inc hosp","32",2022-08-29,2022-09-05,0.975,39.0249999999999,"quantile"
"8 day ahead inc hosp","32",2022-08-29,2022-09-06,0.975,38,"quantile"
"9 day ahead inc hosp","32",2022-08-29,2022-09-07,0.975,38,"quantile"
"10 day ahead inc hosp","32",2022-08-29,2022-09-08,0.975,36.0249999999999,"quantile"
"11 day ahead inc hosp","32",2022-08-29,2022-09-09,0.975,37,"quantile"
"12 day ahead inc hosp","32",2022-08-29,2022-09-10,0.975,38,"quantile"
"13 day ahead inc hosp","32",2022-08-29,2022-09-11,0.975,37,"quantile"
"14 day ahead inc hosp","32",2022-08-29,2022-09-12,0.975,36,"quantile"
"15 day ahead inc hosp","32",2022-08-29,2022-09-13,0.975,39.0249999999999,"quantile"
"16 day ahead inc hosp","32",2022-08-29,2022-09-14,0.975,37,"quantile"
"17 day ahead inc hosp","32",2022-08-29,2022-09-15,0.975,36,"quantile"
"18 day ahead inc hosp","32",2022-08-29,2022-09-16,0.975,36.0249999999999,"quantile"
"19 day ahead inc hosp","32",2022-08-29,2022-09-17,0.975,37,"quantile"
"20 day ahead inc hosp","32",2022-08-29,2022-09-18,0.975,37,"quantile"
"21 day ahead inc hosp","32",2022-08-29,2022-09-19,0.975,36,"quantile"
"22 day ahead inc hosp","32",2022-08-29,2022-09-20,0.975,36,"quantile"
"23 day ahead inc hosp","32",2022-08-29,2022-09-21,0.975,36,"quantile"
"24 day ahead inc hosp","32",2022-08-29,2022-09-22,0.975,37,"quantile"
"25 day ahead inc hosp","32",2022-08-29,2022-09-23,0.975,36,"quantile"
"26 day ahead inc hosp","32",2022-08-29,2022-09-24,0.975,37,"quantile"
"27 day ahead inc hosp","32",2022-08-29,2022-09-25,0.975,36,"quantile"
"28 day ahead inc hosp","32",2022-08-29,2022-09-26,0.975,36,"quantile"
"29 day ahead inc hosp","32",2022-08-29,2022-09-27,0.975,34,"quantile"
"30 day ahead inc hosp","32",2022-08-29,2022-09-28,0.975,36,"quantile"
"1 day ahead inc hosp","32",2022-08-29,2022-08-30,0.99,45,"quantile"
"2 day ahead inc hosp","32",2022-08-29,2022-08-31,0.99,43,"quantile"
"3 day ahead inc hosp","32",2022-08-29,2022-09-01,0.99,44.01,"quantile"
"4 day ahead inc hosp","32",2022-08-29,2022-09-02,0.99,42,"quantile"
"5 day ahead inc hosp","32",2022-08-29,2022-09-03,0.99,44.01,"quantile"
"6 day ahead inc hosp","32",2022-08-29,2022-09-04,0.99,43.01,"quantile"
"7 day ahead inc hosp","32",2022-08-29,2022-09-05,0.99,43,"quantile"
"8 day ahead inc hosp","32",2022-08-29,2022-09-06,0.99,42,"quantile"
"9 day ahead inc hosp","32",2022-08-29,2022-09-07,0.99,43.01,"quantile"
"10 day ahead inc hosp","32",2022-08-29,2022-09-08,0.99,40,"quantile"
"11 day ahead inc hosp","32",2022-08-29,2022-09-09,0.99,40,"quantile"
"12 day ahead inc hosp","32",2022-08-29,2022-09-10,0.99,45,"quantile"
"13 day ahead inc hosp","32",2022-08-29,2022-09-11,0.99,42,"quantile"
"14 day ahead inc hosp","32",2022-08-29,2022-09-12,0.99,40.01,"quantile"
"15 day ahead inc hosp","32",2022-08-29,2022-09-13,0.99,45,"quantile"
"16 day ahead inc hosp","32",2022-08-29,2022-09-14,0.99,42,"quantile"
"17 day ahead inc hosp","32",2022-08-29,2022-09-15,0.99,41,"quantile"
"18 day ahead inc hosp","32",2022-08-29,2022-09-16,0.99,41,"quantile"
"19 day ahead inc hosp","32",2022-08-29,2022-09-17,0.99,42,"quantile"
"20 day ahead inc hosp","32",2022-08-29,2022-09-18,0.99,44.01,"quantile"
"21 day ahead inc hosp","32",2022-08-29,2022-09-19,0.99,39.01,"quantile"
"22 day ahead inc hosp","32",2022-08-29,2022-09-20,0.99,41.01,"quantile"
"23 day ahead inc hosp","32",2022-08-29,2022-09-21,0.99,40,"quantile"
"24 day ahead inc hosp","32",2022-08-29,2022-09-22,0.99,42,"quantile"
"25 day ahead inc hosp","32",2022-08-29,2022-09-23,0.99,42,"quantile"
"26 day ahead inc hosp","32",2022-08-29,2022-09-24,0.99,42,"quantile"
"27 day ahead inc hosp","32",2022-08-29,2022-09-25,0.99,41,"quantile"
"28 day ahead inc hosp","32",2022-08-29,2022-09-26,0.99,40.01,"quantile"
"29 day ahead inc hosp","32",2022-08-29,2022-09-27,0.99,38.01,"quantile"
"30 day ahead inc hosp","32",2022-08-29,2022-09-28,0.99,40.01,"quantile"
"1 day ahead inc hosp","36",2022-08-29,2022-08-30,0.01,115,"quantile"
"2 day ahead inc hosp","36",2022-08-29,2022-08-31,0.01,110.99,"quantile"
"3 day ahead inc hosp","36",2022-08-29,2022-09-01,0.01,121.99,"quantile"
"4 day ahead inc hosp","36",2022-08-29,2022-09-02,0.01,113.99,"quantile"
"5 day ahead inc hosp","36",2022-08-29,2022-09-03,0.01,105.99,"quantile"
"6 day ahead inc hosp","36",2022-08-29,2022-09-04,0.01,99.99,"quantile"
"7 day ahead inc hosp","36",2022-08-29,2022-09-05,0.01,105.99,"quantile"
"8 day ahead inc hosp","36",2022-08-29,2022-09-06,0.01,106.98,"quantile"
"9 day ahead inc hosp","36",2022-08-29,2022-09-07,0.01,107.99,"quantile"
"10 day ahead inc hosp","36",2022-08-29,2022-09-08,0.01,107,"quantile"
"11 day ahead inc hosp","36",2022-08-29,2022-09-09,0.01,99.99,"quantile"
"12 day ahead inc hosp","36",2022-08-29,2022-09-10,0.01,103,"quantile"
"13 day ahead inc hosp","36",2022-08-29,2022-09-11,0.01,98.99,"quantile"
"14 day ahead inc hosp","36",2022-08-29,2022-09-12,0.01,101.99,"quantile"
"15 day ahead inc hosp","36",2022-08-29,2022-09-13,0.01,108.98,"quantile"
"16 day ahead inc hosp","36",2022-08-29,2022-09-14,0.01,97.99,"quantile"
"17 day ahead inc hosp","36",2022-08-29,2022-09-15,0.01,105,"quantile"
"18 day ahead inc hosp","36",2022-08-29,2022-09-16,0.01,98.98,"quantile"
"19 day ahead inc hosp","36",2022-08-29,2022-09-17,0.01,92.99,"quantile"
"20 day ahead inc hosp","36",2022-08-29,2022-09-18,0.01,93.97,"quantile"
"21 day ahead inc hosp","36",2022-08-29,2022-09-19,0.01,103,"quantile"
"22 day ahead inc hosp","36",2022-08-29,2022-09-20,0.01,88.98,"quantile"
"23 day ahead inc hosp","36",2022-08-29,2022-09-21,0.01,93.99,"quantile"
"24 day ahead inc hosp","36",2022-08-29,2022-09-22,0.01,90.97,"quantile"
"25 day ahead inc hosp","36",2022-08-29,2022-09-23,0.01,96,"quantile"
"26 day ahead inc hosp","36",2022-08-29,2022-09-24,0.01,90.99,"quantile"
"27 day ahead inc hosp","36",2022-08-29,2022-09-25,0.01,90,"quantile"
"28 day ahead inc hosp","36",2022-08-29,2022-09-26,0.01,90.99,"quantile"
"29 day ahead inc hosp","36",2022-08-29,2022-09-27,0.01,89.98,"quantile"
"30 day ahead inc hosp","36",2022-08-29,2022-09-28,0.01,89,"quantile"
"1 day ahead inc hosp","36",2022-08-29,2022-08-30,0.025,136,"quantile"
"2 day ahead inc hosp","36",2022-08-29,2022-08-31,0.025,126,"quantile"
"3 day ahead inc hosp","36",2022-08-29,2022-09-01,0.025,134.975,"quantile"
"4 day ahead inc hosp","36",2022-08-29,2022-09-02,0.025,137.975,"quantile"
"5 day ahead inc hosp","36",2022-08-29,2022-09-03,0.025,126,"quantile"
"6 day ahead inc hosp","36",2022-08-29,2022-09-04,0.025,124,"quantile"
"7 day ahead inc hosp","36",2022-08-29,2022-09-05,0.025,123.975,"quantile"
"8 day ahead inc hosp","36",2022-08-29,2022-09-06,0.025,124.95,"quantile"
"9 day ahead inc hosp","36",2022-08-29,2022-09-07,0.025,119,"quantile"
"10 day ahead inc hosp","36",2022-08-29,2022-09-08,0.025,124.975,"quantile"
"11 day ahead inc hosp","36",2022-08-29,2022-09-09,0.025,117,"quantile"
"12 day ahead inc hosp","36",2022-08-29,2022-09-10,0.025,121.975,"quantile"
"13 day ahead inc hosp","36",2022-08-29,2022-09-11,0.025,120,"quantile"
"14 day ahead inc hosp","36",2022-08-29,2022-09-12,0.025,115.975,"quantile"
"15 day ahead inc hosp","36",2022-08-29,2022-09-13,0.025,123,"quantile"
"16 day ahead inc hosp","36",2022-08-29,2022-09-14,0.025,116,"quantile"
"17 day ahead inc hosp","36",2022-08-29,2022-09-15,0.025,120,"quantile"
"18 day ahead inc hosp","36",2022-08-29,2022-09-16,0.025,118.975,"quantile"
"19 day ahead inc hosp","36",2022-08-29,2022-09-17,0.025,110,"quantile"
"20 day ahead inc hosp","36",2022-08-29,2022-09-18,0.025,107,"quantile"
"21 day ahead inc hosp","36",2022-08-29,2022-09-19,0.025,114,"quantile"
"22 day ahead inc hosp","36",2022-08-29,2022-09-20,0.025,107.975,"quantile"
"23 day ahead inc hosp","36",2022-08-29,2022-09-21,0.025,110,"quantile"
"24 day ahead inc hosp","36",2022-08-29,2022-09-22,0.025,104.975,"quantile"
"25 day ahead inc hosp","36",2022-08-29,2022-09-23,0.025,107,"quantile"
"26 day ahead inc hosp","36",2022-08-29,2022-09-24,0.025,106.95,"quantile"
"27 day ahead inc hosp","36",2022-08-29,2022-09-25,0.025,102,"quantile"
"28 day ahead inc hosp","36",2022-08-29,2022-09-26,0.025,106.975,"quantile"
"29 day ahead inc hosp","36",2022-08-29,2022-09-27,0.025,105,"quantile"
"30 day ahead inc hosp","36",2022-08-29,2022-09-28,0.025,99.975,"quantile"
"1 day ahead inc hosp","36",2022-08-29,2022-08-30,0.05,150.95,"quantile"
"2 day ahead inc hosp","36",2022-08-29,2022-08-31,0.05,151,"quantile"
"3 day ahead inc hosp","36",2022-08-29,2022-09-01,0.05,153,"quantile"
"4 day ahead inc hosp","36",2022-08-29,2022-09-02,0.05,152.95,"quantile"
"5 day ahead inc hosp","36",2022-08-29,2022-09-03,0.05,146.95,"quantile"
"6 day ahead inc hosp","36",2022-08-29,2022-09-04,0.05,144,"quantile"
"7 day ahead inc hosp","36",2022-08-29,2022-09-05,0.05,145,"quantile"
"8 day ahead inc hosp","36",2022-08-29,2022-09-06,0.05,140,"quantile"
"9 day ahead inc hosp","36",2022-08-29,2022-09-07,0.05,139,"quantile"
"10 day ahead inc hosp","36",2022-08-29,2022-09-08,0.05,140.95,"quantile"
"11 day ahead inc hosp","36",2022-08-29,2022-09-09,0.05,133,"quantile"
"12 day ahead inc hosp","36",2022-08-29,2022-09-10,0.05,136,"quantile"
